year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
2011,0.6697163677130045,0.6734808295964126,5.489910313901345,-5.842622197309418,0.6322869955156951,0.1009,0.14475680044843048,0.003675216177130045,0.17175168161434975,0.4996089686098655,122.65396524663677,223.0498968609866
2012,0.6506299999999999,0.7368899999999999,5.12,-5.168189999999999,0.59,0.086342,0.10959781000000002,0.0026892985,0.19070299999999998,0.56299,126.78411999999999,223.86506
2013,0.63838,0.70565,5.08,-5.59472,0.66,0.073797,0.1267663,0.0063432495,0.17465500000000003,0.519323,120.36854,229.01424000000003
2014,0.63433,0.67671,5.86,-6.524150000000001,0.68,0.08155899999999999,0.13809584,0.009222523199999999,0.16456400000000002,0.509822,121.80229,228.05539999999996
2015,0.6638842105263157,0.6541305263157896,4.757894736842105,-5.871442105263157,0.6421052631578947,0.08671789473684213,0.1720969894736842,0.0006915088421052632,0.18231473684210528,0.5000736842105262,121.52713684210529,219.2784210526316
2016,0.657061224489796,0.6282397959183674,5.928571428571429,-6.345724489795919,0.5510204081632653,0.12005918367346939,0.17961459183673467,0.004473800714285715,0.17909285714285716,0.44870306122448983,122.5655918367347,222.94453061224493
2017,0.7151414141414143,0.6331313131313131,5.303030303030303,-6.089191919191919,0.5656565656565656,0.12215757575757576,0.15901710101010103,0.0034077010101010094,0.14676464646464646,0.5117414141414142,120.77669696969696,223.81111111111113
2018,0.72282,0.6352,5.86,-5.96952,0.64,0.122347,0.15653153,0.0015882943999999998,0.156281,0.45309400000000005,121.12743,212.68813000000003
2019,0.7147700000000001,0.6161800000000001,4.9,-5.99737,0.64,0.134879,0.21697896999999997,0.006971388900000001,0.150011,0.48177099999999995,120.29959,192.9924
