track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
Closer,The Chainsmokers,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01,244.96
One Dance,Drake,0.7909999999999999,0.619,1,-5.886,1,0.0532,0.00784,0.004229999999999999,0.35100000000000003,0.371,103.98899999999999,173.987
7 Years,Lukas Graham,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237.3
Never Be Like You,Flume,0.54,0.59,0,-4.359,1,0.0528,0.446,0.0,0.14,0.267,119.87799999999999,234.91
Don't Let Me Down,The Chainsmokers,0.532,0.8690000000000001,11,-5.093999999999999,1,0.172,0.157,0.0050799999999999994,0.136,0.42200000000000004,159.803,208.373
This Is What You Came For,Calvin Harris,0.63,0.9279999999999999,9,-2.787,0,0.0331,0.19899999999999998,0.124,0.14800000000000002,0.465,123.963,222.16
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.667,0.83,0,-5.715,1,0.0749,0.0123,0.0,0.191,0.701,113.03,236.002
Cheap Thrills,Sia,0.628,0.698,6,-5.638999999999999,0,0.10300000000000001,0.0472,0.00143,0.0949,0.733,89.971,210.973
Stressed Out,Twenty One Pilots,0.7340000000000001,0.637,4,-5.6770000000000005,0,0.141,0.0462,2.2899999999999998e-05,0.0602,0.648,169.977,202.333
Love Yourself,Justin Bieber,0.762,0.376,4,-9.931000000000001,1,0.363,0.8490000000000001,0.0,0.205,0.541,100.084,233.747
Cold Water (feat. Justin Bieber & MØ) - Lost Frequencies Remix,Major Lazer,0.7090000000000001,0.542,2,-9.056000000000001,1,0.0381,0.184,0.0005,0.0852,0.474,114.955,236.304
Fast Car,Jonas Blue,0.45899999999999996,0.5870000000000001,9,-6.983,1,0.0785,0.45299999999999996,0.0,0.307,0.581,113.90100000000001,212.424
"i hate u, i love u (feat. olivia o'brien)",gnash,0.49200000000000005,0.275,6,-13.4,0,0.3,0.687,0.0,0.10099999999999999,0.18,92.6,251.034
One Call Away,Charlie Puth,0.665,0.62,1,-5.43,1,0.035,0.41700000000000004,0.0,0.113,0.451,91.008,192.075
Work from Home,Fifth Harmony,0.8029999999999999,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,216.575
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.6729999999999999,0.79,7,-4.663,0,0.0893,0.037000000000000005,9.95e-06,0.0875,0.705,102.01299999999999,199.227
Faded - Tiesto's Deep House Remix,Alan Walker,0.601,0.773,6,-7.365,1,0.0318,0.00028700000000000004,0.48100000000000004,0.11199999999999999,0.38,122.00399999999999,269.08
1955,Hilltop Hoods,0.7659999999999999,0.5,11,-7.558,1,0.0695,0.7190000000000001,5.91e-06,0.304,0.71,84.044,239.28
Let Me Love You - Tropkillaz & Mc Livinho Remix,DJ Snake,0.631,0.867,8,-4.72,1,0.052000000000000005,0.0483,0.0,0.33399999999999996,0.319,99.98899999999999,216.28
Say It,Flume,0.599,0.5329999999999999,3,-6.827999999999999,0,0.0311,0.0693,3.26e-06,0.0616,0.262,75.373,262.521
