track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
Uptown Funk (feat. Bruno Mars),Mark Ronson,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.149999999999999e-05,0.0344,0.9279999999999999,114.988,269.667
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,0.8270000000000001,0.5760000000000001,4,-7.774,1,0.0372,0.184,0.028999999999999998,0.0656,0.41,118.04,180.021
See You Again (feat. Charlie Puth),Wiz Khalifa,0.6890000000000001,0.48100000000000004,10,-7.502999999999999,1,0.0815,0.369,1.03e-06,0.0649,0.28300000000000003,80.025,229.526
Take Me to Church,Hozier,0.5660000000000001,0.664,4,-5.303,0,0.0464,0.634,0.0,0.11599999999999999,0.43700000000000006,128.945,241.693
Hello,Adele,0.47100000000000003,0.431,5,-6.129,0,0.0342,0.32899999999999996,0.0,0.0854,0.289,157.98,295.502
Lean On (feat. MØ & DJ Snake),Major Lazer,0.723,0.809,7,-3.0810000000000004,0,0.0625,0.00346,0.00123,0.565,0.27399999999999997,98.007,176.561
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.258,0.631,5,-6.617000000000001,0,0.0541,0.281,0.0,0.127,0.266,189.583,252.539
Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.03799999999998,199.08
What Do You Mean?,Justin Bieber,0.8420000000000001,0.564,5,-8.042,0,0.105,0.617,0.00023999999999999998,0.0912,0.782,124.984,207.547
FourFiveSeconds,Rihanna,0.579,0.268,2,-5.65,1,0.0442,0.868,0.0,0.12,0.321,205.903,188.238
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.29100000000000004,0.7070000000000001,109.725,292.593
Can't Feel My Face,The Weeknd,0.713,0.7659999999999999,9,-5.388999999999999,0,0.0455,0.14,0.0,0.0981,0.547,107.984,215.613
Sugar,Maroon 5,0.7440000000000001,0.7829999999999999,1,-7.077000000000001,1,0.0337,0.0553,0.0,0.086,0.885,120.042,235.493
