track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
Somebody That I Used To Know,Gotye,0.8640000000000001,0.495,0,-7.0360000000000005,1,0.037000000000000005,0.591,0.000133,0.0992,0.72,129.062,244.973
Call Me Maybe,Carly Rae Jepsen,0.7829999999999999,0.58,7,-6.547999999999999,1,0.0408,0.0114,2.28e-06,0.10800000000000001,0.66,120.021,193.4
We Are Young (feat. Janelle Monáe),fun.,0.37799999999999995,0.638,10,-5.5760000000000005,1,0.075,0.02,7.659999999999999e-05,0.0849,0.735,184.08599999999998,250.627
Payphone,Maroon 5,0.7390000000000001,0.7559999999999999,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.02799999999999,231.387
Lights - Single Version,Ellie Goulding,0.6829999999999999,0.789,8,-6.132000000000001,0,0.0353,0.0283,0.0492,0.11199999999999999,0.809,120.01299999999999,211.8
Glad You Came,The Wanted,0.61,0.841,7,-4.579,0,0.0692,0.055999999999999994,9.85e-06,0.11800000000000001,0.431,126.889,198.187
Stronger (What Doesn't Kill You),Kelly Clarkson,0.562,0.9390000000000001,0,-4.282,1,0.0475,0.046,0.0,0.11199999999999999,0.684,116.044,221.947
We Found Love,Rihanna,0.7340000000000001,0.7659999999999999,1,-4.485,1,0.0383,0.025,0.0013800000000000002,0.10800000000000001,0.6,127.986,215.227
Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.7509999999999999,125.008,210.627
What Makes You Beautiful,One Direction,0.7290000000000001,0.7709999999999999,4,-2.451,1,0.0725,0.00761,0.0,0.087,0.873,125.01100000000001,198.053
Wild Ones (feat. Sia),Flo Rida,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.43700000000000006,127.075,232.947
Set Fire to the Rain,Adele,0.61,0.6829999999999999,2,-3.8789999999999996,0,0.0253,0.0038200000000000005,1.79e-06,0.125,0.466,108.00299999999999,241.693
Sexy And I Know It,LMFAO,0.7070000000000001,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.02100000000002,199.48
Some Nights,fun.,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.93799999999999,277.04
Wide Awake,Katy Perry,0.511,0.6809999999999999,5,-5.103,1,0.0359,0.0843,6.73e-06,0.503,0.555,160.035,220.933
