track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
Party Rock Anthem,LMFAO,0.752,0.727,5,-4.1610000000000005,0,0.16,0.0246,0.0,0.272,0.361,130.015,263.36
Somebody That I Used To Know - Miami Nights 1984 Remix,Gotye,0.6970000000000001,0.7909999999999999,2,-8.14,0,0.033,0.00293,0.0346,0.368,0.966,129.136,327.062
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,0.723,0.758,9,-4.418,1,0.0506,0.0175,0.0,0.307,0.657,128.033,201.24
Someone Like You,Adele,0.5539999999999999,0.321,9,-8.251,1,0.027999999999999997,0.893,0.0,0.0996,0.28800000000000003,135.047,285.24
Rolling In The Deep,Adele,0.7290000000000001,0.777,8,-5.112,1,0.0293,0.13,0.0,0.0541,0.527,104.946,228.293
Sexy And I Know It,LMFAO,0.7070000000000001,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.02100000000002,199.48
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.6709999999999999,0.9390000000000001,8,-3.2060000000000004,1,0.161,0.192,0.0,0.298,0.529,129.023,252.307
Born This Way - Twin Shadow Remix,Lady Gaga,0.737,0.748,9,-8.208,1,0.061,0.00135,5.95e-06,0.10800000000000001,0.565,124.02,245.413
Price Tag,Jessie J,0.447,0.8390000000000001,5,-3.948,1,0.254,0.0304,1.76e-06,0.18899999999999997,0.677,174.959,221.24
On The Floor - Radio Edit,Jennifer Lopez,0.765,0.68,11,-6.306,1,0.0932,0.0953,0.0009,0.138,0.462,129.998,230.907
S&M,Rihanna,0.765,0.675,1,-4.999,1,0.0445,0.0131,8.93e-05,0.196,0.802,127.969,243.533
We Found Love,Rihanna,0.7340000000000001,0.7659999999999999,1,-4.485,1,0.0383,0.025,0.0013800000000000002,0.10800000000000001,0.6,127.986,215.227
Sweat - Remix,Snoop Dogg,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,195.987
The Lazy Song,Bruno Mars,0.738,0.804,11,-3.8510000000000004,1,0.0621,0.332,0.0,0.27899999999999997,0.9490000000000001,174.94299999999998,190.213
E.T.,Katy Perry,0.602,0.863,5,-5.422999999999999,0,0.0773,0.0178,0.0,0.389,0.732,150.183,206.373
Jar of Hearts,Christina Perri,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,246.587
Super Bass,Nicki Minaj,0.768,0.742,11,-7.471,1,0.214,0.0478,0.00414,0.375,0.62,126.999,201.307
Titanium (feat. Sia),David Guetta,0.604,0.787,0,-3.674,0,0.10300000000000001,0.0679,0.15,0.127,0.301,126.06200000000001,245.04
Dirty Talk,Wynter Gordon,0.6890000000000001,0.789,11,-5.459,1,0.0342,0.0342,0.0012900000000000001,0.10400000000000001,0.895,130.01,197.187
Good Feeling,Flo Rida,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248.133
